text,sentiment,label
Iraqi protesters are killed with knives and guns by Muqtada's militias.. SOS..HELP Militias are going on with killing..now..,-0.2,-1
Tamil Nadu Congress Minority West Chennai working Chairman @arshadsyedINC taking part in protests against police brutality on peaceful Anti CAA NRC protests #CAA_NRC_Protest #CAA_NRC_NPR,0.25,1
Film Actor Nasiruddin Shah Protest against CAA/NPR/NRC at Bilal Bagh in #Bengaluru. #CAAPROTEST #CAA #NRC #CAA_NRC_NPR #SayNoToCAA #DrKafeel_ko_RihaKaro #WorldAgainstCAA_NRC_NPR,0.0,0
"We oppose this discriminatory policy. Boycott, Boycott, Boycott. #WorldAgainstCAA_NRC_NPR #USAAgainstCAA_NRC_NPR",0.0,0
"World Against CAA, NRC &amp; NPR #WorldAgainstCAA_NRC_NPR #WorldAgainstCAA_NRC_NPR #WorldAgainstCAA_NRC_NPR #WorldAgainstCAA_NRC_NPR #WorldAgainstCAA_NRC_NPR #WorldAgainstCAA_NRC_NPR #WorldAgainstCAA_NRC_NPR #WorldAgainstCAA_NRC_NPR #WorldAgainstCAA_NRC_NPR",0.0,0
I am against #WorldAgainstCAA_NRC_NPR,0.0,0
"We were not present at the time of #independance...Lets be the part of an event which is a sequel to 1947 struggle !! Lets join to save Gandhiji's Bharat, Your Bharat, Our Bharat ! Aren't #WeThePeopleOfIndia ?? #WorldAgainstCAA_NRC_NPR",0.0,0
"Mumbai Against CAA, NRC and NPR #MumbaiAgainstCAA_NPR #MumbaiAgainstCAA_NPR #MumbaiAgainstCAA_NPR #MumbaiAgainstCAA_NPR #MumbaiAgainstCAA_NPR #MumbaiAgainstCAA_NPR #MumbaiAgainstCAA_NPR #MumbaiAgainstCAA_NPR",0.0,0
A law that enquires the religion of the oppressed before helping them out is no law. #WorldagainstCAA_NRC_NPR,0.0,0
"Fascism wins not when the govt. oppresses half of the people, but when the other half remains silent! Take a stance! Revoke CAA and Reject NRC! #WorldAgainstCAA_NRC_NPR #USAAgainstCAA_NRC_NPR",-0.03166666666666666,-1
"World wars were fought, and millions of lives sacrificed to end fascism and our Govt. is brutally trying to revive it at the expense of tax-payers money and the nations reputation! Say no to fascism! Revoke CAA and Reject NRC! #WorldAgainstCAA_NRC_NPR #USAAgainstCAA_NRC_NPR",-1.0,-1
"If we must prove our citizenship, that implies we currently not citizens. If we’re currently not citizens, that implies our vote was invalid. If our vote was invalid, that implies so is your Govt.! #WorldAgainstCAA_NRC_NPR #USAAgainstCAA_NRC_NPR",0.0,0
Police did lathi charge including women during protest against CAA NRC NPR in chennai.Police involved in harassing protesting women.Two protesters killed.All over tamilnadu protest bursted during midnight.,0.0,0
"Image of the new ""India Gate"" in #ShaheenBagh #WorldAgainstCAA_NRC_NPR #ShaheenBaghProtest #FreeDrKafeel #DrKafeelKhan #DrKafeel_ko_RihaKaro",0.13636363636363635,1
Close our shop one day in all over tamilnadu to support the protest on coming Monday (17-02-2020). Let's show our power peacefully. #ChennaiShaheenBagh #CAA_NRC_NPR,0.25,1
"If the current situation in India is a preview of the “Acche din” then I would like a refund, please. Revoke CAA and Reject NRC! #WorldAgainstCAA_NRC_NPR #USAAgainstCAA_NRC_NPR",0.0,0
"Today @JNUSUofficial president @aishe_ghosh joint anti NRC,CAA,NPR protest #Sambhidhan_bachao_andolan_committe at Nawab Ali Park kidderpore @salimdotcomrade @sfijnuunit @kanhaiyakumar @AmitMukherji15 @SUNDARmyth @CPIM_WESTBENGAL @INCWestBengal",0.0,0
"#WATCH: Scuffle broke out between Police &amp; protestors who were demonstrating against Citizenship Amendment Act (CAA) and National Register of Citizens (NRC) at Washermanpet in Chennai, yesterday evening. Over 100 protestors have been detained. #TamilNadu",0.0,0
India wants RT #NRC #NPR #Population_control_act @BJP4India @sambitswaraj @vivekagnihotri @ZeeNews @IndiaToday @KapilMishra_IND Its necessary to control explosion of population. Lot of expectation to this govt to create new india RT #sabkaSath_#sabkaVikas,0.11212121212121212,1
Lol.. brother Hyderabadis are busy making document for NRC... 🤣🤣 Nawab jagte hai to sirf chabutre par...,0.45,1
"Dear Mumbai Aazad Maidan is calling you to join the struggle for Aazadi, hope you will join this freedom movement against facsism, Casteism, Discrimination and Islamophobia. #WorldAgainstCAA_NRC_NPR @SageerA37719194",0.0,0
👍 on @YouTube: Are NRC and NPR provisions really legal? : Faizan Mustafa ,0.2,1
We bycot jio sim for CAA&NRC if asim lose also not problem india will come first for me but i will love asim but dont give any shit to jio,0.18333333333333335,1
Aftr d indpndnc fst tym dere r so mny ppl prtstng agnst CAA-NRC-NPR as our anstrs did agnst English...wmn who wr only styng in d home now r out 4 d sake of dere ctnzshp..ds is exctly same as wmn did durng wr f indpndnc In sha Allah wl get sccss soon😄😄 #WorldAgainstCAA_NRC_NPR,0.0,0
"You look like you are saying ""maaaaadness"" in the photo ;) Keep up the good work. I am rooting for you, and most of all for the #blackwits",0.48333333333333334,1
@saxena_shivam23 @Gautamshandily5 @gks_real @Roshnith01 @Kajal_mishr @im_disha8050 @caa_nrc_best @TIinExile @bhavsarhardiik @desimojito @vidrohi9 @avrut1 Retweet 🔄 ❔Who is your Choice for PM 2024❔,0.0,0
If 3 Million Ton = 3 Trillion then 5 Million Ton is EQual to how much _____________ ? #USAAgainstCAA_NRC_NPR,0.1,1
Chennai has marked the start of another anxiety filled weekend. #ChennaiShaheenBagh #ChennaiViolence #nrc_caa_npr_protest #NRC,0.25,1
That's the reason we need NRC In jaiso k liye,0.0,0
"Just Police attacked on #ChennaiShaheenBagh, entire people across Tamilnadu on roads against Police crack down on democratic protesters. Pics are from Coimbatore. #MahaMorcha_AzadMaidan #WorldAgainstCAA_NRC_NPR #TamilNaduAgainstCAA_NRC_NPR",-0.07777777777777779,-1
Protest against police lathi charge in #Washermanpet - Heavy traffic in #Chennai Kathipara Bridge PC - @TOIChennai #CAA_NRCProtests #CAA_NRC_Protest,-0.2,-1
Meem Sena Protest Against CAA-NRC-NPR in Delhi @shadab_chouhan1,0.0,0
All Tamils stand in solidarity with Tamil Muslim brothers in our protest against CAA and NRC. We strongly condemn the violent oppression of the Chennai protesters by the BJPs puppet TN ADMK govt. We stand together as Tamils against Fascists. #AntiCAAprotests,-0.18333333333333338,-1
Such a shame... This scene makes me nostalgic These policemen look like the #BritishIndianArmy.... We will still stand firm... #SaluteChennai #WorldAgainstCAA_NRC_NPR #ChennaiShaheenBagh,-0.2333333333333333,-1
Not going to happen... CAA/NRC is a political opportunity for AIMIM to expand beyond Hyderabad. That is why Hyderabad doesn't matter. That is why no one shall be allowed to protest unless it was organized by AIMIM.,0.0,0
"Mumbai is gearing up for tomorrow's #MahaMorcha_AzadMaidan 100s of Buses have been arranged from local areas, people are planning to come together from societies in groups can surely feel the momentum now.This will be the biggest #WorldAgainstCAA_NRC_NPR",0.25,1
"Don't you think the propaganda spreading, hate mongering, the real reason behind division, enmity between each other are dalla news channels. They should be slapped PSA, NSA, terror act? #DrKafeel_ko_RihaKaro #BJPFailsPulwamaMartyrs #WorldAgainstCAA_NRC_NPR #AnuragKashyap",-0.24500000000000002,-1
Huge protest against CAA NRC and NPR in various parts of Tamil Nadu happening now. Police brutality must end. Else we should go for Marina Revolution - 2. #IndiaAgainstCAA_NPR_NRC ,0.20000000000000004,1
"Anti CAA, NRC protest in chennai where Chennai police tried to stop the peaceful protest &amp; used lathicharge against protesters &amp; detained over 100, TN govt is the big supporters of Modi ",0.125,1
"Just Police attacked on #ChennaiShaheenBagh, entire people across Tamilnadu on roads against Police crack down on democratic protesters. Pics are from Coimbatore. #WorldAgainstCAA_NRC_NPR #TamilNaduAgainstCAA_NRC_NPR",-0.07777777777777779,-1
"#WorldAgainstCAA_NRC_NPR : Let rest of the world take at least half of the Indian population to save it from becoming hotbed of #ClimateCrisis , #waterfamine #slums etc https://bit.ly/2Q5tHjm https://bit.ly/34cmhBd https://bit.ly/2FDzyYn @UmarKhalidJNU @kanhaiyakumar",-0.005555555555555554,-1
Film Actor Nasiruddin Shah Protest against CAA/NPR/NRC at Bilal Bagh in #Bengaluru. #CAAPROTEST #CAA #NRC #CAA_NRC_NPR #SayNoToCAA,0.0,0
We strongly oppose #WorldAgainstCAA_NRC_NPR,0.4333333333333333,1
#protest against CAA NRC#,0.0,0
"In Assam NRC PROCESS has been done. Now CAA is also passed. Will the GOVT announce about those 19+ lakhs people,who have been declared stateless,how they be treated, after the CAA . What is their fate. How Muslims, inspite of being Indians not effected, now stateless by NRC. plz.",0.0,0
But for any flash protest against CAA NRC police will arrive within minutes. #majoritism,0.0,0
Every time I go to Costco I want to spend $20 to buy one million new sponges. One for every day. Let it rain clean sponges!,0.29734848484848486,1
"All these strifes are being coldly calculated by BJP marketing company. NRC, CAA go together. Gorkhaland agitation against fellow Indians to dislodge mamata. Sometimes I believe there should be an alternative to democracy",-0.6,-1
Slapping #NSA on Dr.Kafeel Ahmed when he was to be released on Bail for speaking against #CAA_NRC_NPR is totally Unconstitutional and Undemocratic as it reminds us the Colonial regime of Brishers where Speaking against their policies was Regarded as seditious.@myogiadityanath Ji,0.0,0
"#WorldAgainstCAA_NRC_NPR SAY NO TO NPR, NRC and CAA.",0.0,0
"That's a great idea. Instead of pepper spray, I'll now carry a #NoCAA_NRC_NPR banner and a national flag. I'll be safe in Hyderabad.",0.65,1
"#USAAgainstCAA_NRC_NPR. #WorldAgainstCAA_NRC_NPR 15th Feb 2020, 2-5pm.",0.0,0
No one can take the Twitter to storm like Tamil Nadu. #Chennai Police brutally handled the protesters now the whole Tamil Nadu is on the road. Long Live Resistance #Inquilaab #Zindabaad Anti #CAA_NRC_NPR Protest,-0.14715909090909093,-1
How long will Muslim community remain peaceful? Change your tactics. Islam teach us every possible way to resist. They r no deferent from quresh e makkah. #chennai_Shaheen_bagh #CCA_NRC ,0.06666666666666667,1
We Indians are United against CAA NRC#WorldAgainstCAA_NRC_NPR,0.0,0
"@ferdousAMUSU (National Secretary, Fraternity Movement) will address in Assam's Barpeta district on CAA - NRC - NPR. ",0.0,0
"But why are they protesting? Are they idiots? CAA has nothing to do with Indian citizens & in any case matter is in Supreme Court now, and there is no NRC as on date. Good that administration is not allowing this nonsense !!!",0.09999999999999998,1
Condemn should be with compassion that we shall stand firm against these dark laws.... #WorldAgainstCAA_NRC_NPR,-0.175,-1
UN or any international community is not really concerned about the attrocities on any human being . Their priority is to stop any future refugees if NRC happens. UN asked iSC to review the discriminatort laws last time . Hinch; BJP's core is shaking after delhi's defeat.,-0.02,-1
Shame on you @chennaipolice_ #TN_CAA_Protest #NoToCAA_NRC_NPR,0.0,0
Such a shocking happening 😕 #Harley_quinn🦋 #caa #nrc #protest #indiaprotest #bancaa #meme #pondicherry #tamilnadu #memes #nomp #socialcause #nrccaa https://ift.tt/2OUb6Xv,-0.5,-1
LOL. really all these points against CAA NRC NPR?? U r making fool of urself 😂😂😂,0.5,1
The truth.. the reality..... The bitterness.... #WorldAgainstCAA_NRC_NPR #IndiaAgainstCAA_NPR_NRC #ShaheenBagh #ShaheenBaghProtest,0.0,0
World will never forget the martyrs of the Movement against CAA NRC and NPR. #WorldAgainstCAA_NRC_NPR #MumbaiAgainstCAA_NPR #Chennai_Peacefulprotest_CAA_NRC_NPR_Brutal_attack_@citypolice @SyedAzhars @SvIndiaDmocracy ,0.0,0
"🤣🤣 Govt is elected, not selected &amp; so stop talking sh*t. Also stop mixing CAA &amp;amp; NRC with NSU and unemployment as many can support one thing but same people can reject or dislike other. Not like u who r here 2 speak only sh*t on govt &amp; want all of us to be on the same page.",0.075,1
"#tamilnaduagainst_CAA_NRC_NPR #IndiaAgainstCAA_NRC_NPR #worldagainst_CAA_NRC_NPR Time to question Tamilnadu CM, police brutality down down",-0.15555555555555559,-1
Why anyone should worry if #WorldAgainstCAA_NRC_NPR when its #India s personal matter &amp; #IndiaSupportsCAA. #saturdaymood,0.0,0
#WorldagainstCAA_NRC_NPR #WorldagainstCAA_NRC_NPR #WorldagainstCAA_NRC_NPR #USAagainstCAA_NRC_NPR #USAAgainstCAA_NRC_NPR @realDonaldTrump @SecPompeo @scigovin INDIAN Govt is Building a Wall to Mask Slums Along Trump-Modi’s Ahmedabad Roadshow https://in.news.yahoo.com/govt-building-wall-mask-slums-070657872.html?soc_src=community&amp;soc_trk=tw via @Yahoo,0.0,0
#worstTamilnadupolice Retweet plz Allahuakbar This protest will never stop Noo #CAA_NRC_NPR,0.0,0
Hope he is out of NRC before that,0.0,0
I m indian. And I m not Against Caa Nrc Npr,0.0,0
What the hell is going on in this country.... #DrKafeel_ko_RihaKaro #IndiaAgainstCAA_NPR_NRC #ShaheenBagh,0.0,0
A Symbolic India Gate at freedom Square Shaheen Bagh is about to be completed. #IndiaAgainstCAA_NRC_NPR,0.0,0
#CAA_NRC_Protest in Kadayanallur watch tower. Strong condemn against violence by TNPOLICE in chennai washermanpet. @Hassan_tnpyc @JebiMather @mathimaran @ameerkhancong,0.4333333333333333,1
"#Tamilnaduagainst_CAARC_NPR #IndiaAgainstCAA_NRC_NPR #worldagainst_CAA_NRC_NPR Chennai is on roads, we demand justice. police brutality shame shame",0.0,0
Over 1000 women gathered at two adjacent streets at Washermanpet and sloganeering against #NRC_CAA_NPR,0.0,0
DO U SUPPORT #CAA_NRC ??,0.0,0
#Chennai is not alone in this fight with fascist police. TN SHALL RISE I think #Marina2 is on all the way in TN. #CAA_NRC_NPR,0.0,0
"Shame on you, @chennaipolice_ . How many lathicharges will you resort to, sarkar? How many more arrests, how much more abuse by your online poison brigade, how many more threats? We will not be silenced. #CAA_NRC_Protest #CAAProtest #CAA_NRC_NPR #ChennaiBagh",0.5,1
"Desh bechne ni dunga in Fascist k haato m. Follow me, I would FB. Need same minded. #FreeDrKafeel #DrKafeel_ko_RihaKaro #BJPFailsPulwamaMartyrs #WorldAgainstCAA_NRC_NPR #AnuragKashyap #MumbaiAgainstCAA_NPR #CAA_NRCProtests",0.0,0
Chennai Police Brutality at the anti CAA Protest site few moments ago. #CAA_NRC_NPR,-0.2,-1
"Protest against #NRC_CAA_Protest at azaad maidaan, mumbai. On 15 february 2020. From 2pm to 5pm. See you there...",0.0,0
We Strongly condemns savage action of Chennai police on peaceful protestors. #WorldAgainstCAA_NRC_NPR #ChennaiShaheenBagh,0.2611111111111111,1
I OPPOSE CAA NPR & NRC #WorldAgainstCAA_NRC_NPR,0.0,0
‘Police assault’ on anti-CAA protesters in Chennai snowballs into road blockades across Tamil Nadu | The Hindu #ProtestAgainstNRC_NPR_CAA #Chennai #NRC ,0.0,0
"#StateTerrorismInTamilnadu #TamilnaduAgainstCAA_NRC_NPR #Chennaiagainst_CAA_NRC #IndiaAgainstCAA_NRC_NPR Tamilnadu police is acting like they have received instructions from central. Chennai police brutality is unacceptable, we demand justice.",0.0,0
#TN_Against_CAA_NRC_NPR #Indians_are_Against_CAA_NRC_NPR #CAA #NRC #NPR #CAA_NRC_Protest #BJPAgainstIndia #BJP_BURNING_INDIA India is a #Democracy Country #BjpAgainstDemocracy,0.0,0
Film Actor #Nasiruddin_Shah Protest against CAA/NPR/NRC at Bilal Bagh in #Bengaluru. #CAAProtest #CAA #NRC #CAA_NRC_NPR #SayNoToCAA,0.0,0
"#WorldAgainstCAA_NRC_NPRIndia, let's gather today at 9:30 and raise unanimous voice against CAA-NRC. Help me trend #worldAgainstCAA_NRC_NPR #USAAgainstCAA_NRC_NPR https://twitter.com/QutqutG/status/1228289764324831233/photo/1",0.0,0
"like,,, i don't understand how you could be opposing the NRC since so many days and opposing the baseless hate propaganda around ""illegal immigrants stealing our resources"" when that is what a part of assam's stance on the NRC is? and you want to enable that voice because...",-0.225,-1
What is happening in TN. Urgently need media’s attention Chennai police has unleashed its brutality on peaceful protesters. #CAA_NRC_NPR,0.25,1
People are gathering near Mount Road and protesting against the Chennai police for using force on anti-CAA protestors in Washermanpet area. #Chennai #AntiCAA #CAA_NRC_NPR #Police,0.1,1
Good is bad and bad is good!! #FreeDrKafeel #DrKafeel_ko_RihaKaro #BJPFailsPulwamaMartyrs #WorldAgainstCAA_NRC_NPR #AnuragKashyap #MumbaiAgainstCAA_NPR #CAA_NRCProtests,0.07500000000000007,1
we suppory nrc caa npr,0.0,0
Thanks a bunch my dear. It's a heartwarming message ❣️🍁❣️,0.2,1
CAA & NRC it is very important to know it's http://seriousness.how much it will effect u.,0.36,1
Good is bad in this fascist regime. #FreeDrKafeel #DrKafeel_ko_RihaKaro #BJPFailsPulwamaMartyrs #WorldAgainstCAA_NRC_NPR #AnuragKashyap #MumbaiAgainstCAA_NPR #CAA_NRCProtests,5.551115123125783e-17,1
Visuals of protest that took place in Tirunelveli a short while back. All of them condemning the actions of the Chennai police of using force to remove anti-CAA protestors from Washermanpet area. #Tirunelveli #AntiCAAProtests #CAA_NRC_NPR,0.0,0
But the methodology of national NRC is not yet out. So how did you conclude the False positives and rejection rate?,-0.4000000000000001,-1
#worldagainst_CAA_NRC_NPR #WorldAgainstCAA_NRC_NPR #USAAgainstCAA_NRC_NPR #IndiaAgainstCAA_NPR_NRC #CAAProtest Is India any longer a democracy? #worldagainst_CAA_NRC_NPR,0.0,0
"#USAAgainstCAA_NRC_NPR #WorldAgainstCAA_NRC_NPR by enacting these unconstitutional laws, BJP Govt is working against the interests of the country and humanity.",0.0,0
"I am shocked to see Kashmiris standing up in such a way on some little lathi charges and arrests on Anti CAA protests while as when Kashmiris are brutally killed, caged and blinded most of Indians are silent. This is KASHMIRIYAT for you! #NoToCAA_NRC_NPR",-0.09791666666666665,-1
India’s democracy is directly proportional that of #BJP’s internal democracy! Indians can’t ask questions to govt is same like nobody in BJP can’t ask any question to #ModiShah! Biggest democratic country is shaping well #Article370 #CAA_NRC_Protest #UPGovt #YogiAdityanath,0.03333333333333333,1
So I was discussing about why im Opposing CAA and NRC with a bhkt and this happened 😭😭😭 ,0.0,0
FIR Against Former NRC Official For Not Sharing Email Passwords. ,0.0,0
"#ReleaseSalmanAhmad He is Student Youth leader , he is true leader which nation need . Indeed we not back on our stand, roll back CAA_NRC_NPR. Media should proud of nation but Indian media doing editing job shame on Godi media. #WorldAgainstCAA_NRC_NPR @ndtvindia",0.2875,1
#IndiaGate work in progress at #Shaheen_Bagh_Protest #WorldAgainstCAA_NRC_NPR @anuragkashyap72 @scroll_in @TheQuint @PTI_News,0.0,0
#chennaiagainst_CAA_NRC #PoliceBrutalityinchennai #ChennaiShaheenBagh Everyone Has Right to Protest!!!,0.5580357142857142,1
"India against NRC , CAA &amp; NPR ",0.0,0
#WorldAgainstCAA_NRC_NPR We want our nation without CAA &amp;NRC 🇮🇳🇮🇳🇮🇳 We want one one india one nation #Unityofindia #unityofindians 🇮🇳🇮🇳🇮🇳✨✨👍👍,0.0,0
#worldagainst_CAA_NRC_NPR Protect the constitution if india... Reject CAA_NRC_NPR,0.0,0
Mere answers do logically one by one we will discuss. 1. Why u are suporting CAA NRC NPR?,-0.125,-1
"Just Police attacked on #ChennaiShaheenBagh, entire people across Tamilnadu on roads against Police crack down on democratic protesters #WorldAgainstCAA_NRC_NPR #TamilNaduAgainstCAA_NRC_NPR",-0.07777777777777779,-1
Anti Hindu parties like congress and communists r provoking Jihadi Muslims demonstrating against introduction of CAA and NRC laws it’s very sad to to hear their pathetic plight,-0.825,-1
Science is SO romantic! Good job @NRC_CNRC,0.35,1
What's happening in tamilnadu? When Honurable Dr.purachi thalaivi amma was alive it never happened. This issues goes where? #CAA #NRC,0.1,1
Thamilnadu police cruelty in vannarpettu shahinbagumodel resistance for oppose nrc.,0.0,0
A law which divides brothers & sisters Father & son Mother& daughter Downtrodden Basing on some arbitrary rule Is a draconian law And it should be opposed #IndiaAgainstCAA_NPR_NRC,-0.1,-1
#worldagainst_CAA_NRC_NPR #worldagainst_CAA_NRC_NPR No 20 trend for indian,0.0,0
"#MumbaiAgainstCAA_NPR #USAAgainstCAA_NRC_NPR #worldagainst_CAA_NRC_NPR Every City, every hamlet should strong hold against #BlackLaw of #BlackGovt #PulwamaNahinBhulenge #PulwamaTerrorAttack #Pulwamamartyrs",0.4333333333333333,1
"@dhruv_rathee Is there one detailed video that you may have made or seen somewhere that talks about happenings in India around CAA/NRC that can be used to make non-Indians aware about it? It would comprise of all police brutality, Assam, UP, pan India protests, etc.!?",0.35625,1
"In shaa allah On 19thFeb2020* #AIMIM Prisident Barriester @asadowaisi Sahab Addressing Grand Public Protest Meeting against #CAA #NRC at #Vaniyambadi, #Tamilnadu Time : 5.00 PM Kindly attend in large numbers to make Sucessfull Protest Meetings.. @AbdurRahman_IPS",0.32857142857142857,1
Anti #CAA_NRC_NPR protestor were lathicharged by the shameless police of #Chennai where an elderly protestor has attained martyrdom.,0.0,0
#stateterrorismsintamilnadu #tamilnaduagainstCAA_NRF_NPR #chennaiagainst_CAA_NRC Lost all the respect i had for TN police,0.0,0
The suffering caused to this poor Muslim Legal citizens of India is direct result of CAA_NRC introduced by Amit Shah &amp; N Modi. Both are criminals along with SC which is a partner in this crime. Disgusting!!! ,-0.275,-1
#DrKafeelKhan is a small piece in medical toy set of baba ajay. He also has domestic animals set. He is renaming choking hazards as san(se)y(ph)asi. #NRC_CAA_NPR #NRC_CAA_Protest #MumbaiAgainstCAA_NPR,-0.08333333333333333,-1
Want your bad romance🎵 Follow your ❤ and follow us on Instagram: http://ow.ly/rKPS50ykND2 #DiscoverTheNRC #HappyValentinesDay,-0.6999999999999998,-1
On 16 feb seminar @nagpur by 61 social organizations against the discriminatory law #CAA_NRC_NPR #WorldAgainstCAA_NRC_NPR #CAA_NRC_NPR #CAAProtests,0.03333333333333333,1
Many thanks @WMGVs Today I spoke with @KoenGreven from @nrc Insisting in the madness of idea: an airport inside the largest wetland of PT!? Tagus estuary is a major hub for #migratory birds NOT airplanes! @ambiente_pt @govpt @EUEnvironment @EU_ENV @UNEP @RamsarConv @WetlandsInt,0.2760416666666667,1
"#WorldAgainstCAA_NRC_NPR NRC IN SAUDI ARABIA:"" 285,980 pakistani muslim forcefully deported by Saudi Government back to Pakistan!! Their Akka is forcefully throwing their own muslim ppl Nd No one Protested their... Can we do the same like Saudi Govt here in India?? ",0.19999999999999998,1
Where is humanity? #FreeDrKafeel #DrKafeel_ko_RihaKaro #BJPFailsPulwamaMartyrs #WorldAgainstCAA_NRC_NPR #AnuragKashyap #MumbaiAgainstCAA_NPR #CAA_NRCProtests,0.0,0
Many have infused a negativity in our area that CAA NRC will cause Muslims to leave in 3 months coz our ancestors are from saudi &amp; many don’t have a citizenship yet old men in under previlaged areas .,0.3666666666666667,1
We Strongly condemns savage action of Chennai police on peaceful protestors. #WorldAgainstCAA_NRC_NPR #ChennaiShaheenBagh,0.2611111111111111,1
"If we had a fair democracy led by scientists, such law would never have made,if there were a problem, it would have revised within an hour or kept in hold for collecting further evidence and solutions. #CAAProtests #CitizenshipAmendmentAct #CAA_NRC https://iambrainstorming.reaudito.com/citizenship-amendment-act-why-you-need-religion-as-a-label-to-define-and-identify-cruelty/",0.2333333333333333,1
"Follow me I will follow back. I need friends who are against this fascist, monster. #FreeDrKafeel #DrKafeel_ko_RihaKaro #BJPFailsPulwamaMartyrs #WorldAgainstCAA_NRC_NPR #AnuragKashyap #MumbaiAgainstCAA_NPR #CAA_NRCProtests",0.0,0
"I am against NRC, NPR, CAA",0.0,0
A bad step by AAP on 370 But if you close your eyes and ears I can't show you whereall they have opposed CAA and NRC Butt can @INCIndia admit they were fans in glove for 1984 and 2002,-0.6999999999999998,-1
NSA and Sedition law is regularly being misued by this government to supress dissent against NRC CAA. Do you want to use fear to rule your own countrymen? Don't forget India is we. We are India. #DrKafeel_ko_RihaKaro,0.3,1
#WorldAgainstCAA_NRC_NPR CAA is passed by Democratically elected Indian Parliament. CAA-NRC was in manifesto of Bjp ad it won 303 seats while its alliance won 353 seats. Who is supporting CAA-NRC -Majority of Indians and that is it period. Only this matter!!,0.125,1
"I am against NRC, NPR, CAA",0.0,0
#KafeelKhan is a small piece in medical toy set of baba ajay. He also has domestic animals set. He is renaming choking hazards as san(se)y(ph)asi. #NRC_CAA_NPR #NRC_CAA_Protest,-0.08333333333333333,-1
#worldagainst_CAA_NRC_NPR #WorldAgainstCAA_NRC_NPR #USAAgainstCAA_NRC_NPR #IndiaAgainstCAA_NPR_NRC #CAAProtest Is India any longer a democracy?,0.0,0
Tamils are now on the roads against police violence on Anti-#CAA protesters in #ChennaiBagh #Chennai #CAA_NRC_Protest #Resistance #ShaheenBagh,0.0,0
Tamil Nadu-People stage protest against #CitizenshipAmendmentAct and National Register of Citizens (#NRC) at Pudupet in Chennai. ,0.0,0
~ the 5 step game of NPR+CAA+NRC by @_YogendraYadav #WorldAgainstCAA_NRC_NPR #CAA_NRCProtests,-0.4,-1
Yogi’s police on duty #StateTerrorismsInTamilNad #KhakiAatanki_ChennaiPolice #ProtectTheProtest #TamilnadAgainstCAA_NRC_NPR #IndiaAgainstCAA_NRC_NPR,0.0,0
"Rapist #Chinmayanand get Bail and the Judge responsible is Promoted while a Doctor who serves Humanity and had saved Hundreds of Kids in #BRDHospital by going extra miles is Slapped with #NSA for speaking against the #CAA_NRC_NPR , @myogiadityanath Ji R U here for settling Scores",0.1,1
Protests all over Tamil Nadu after Washermanpet police lathi charged a peaceful gathering. #CAA_NRC_Protest,0.25,1
CAA NRC NPR Ka full form ??,0.35,1
"BJP doesn't have guts to make ppl understand that NRC, CAA and Common Civil code are development issues not religious. Even chanakya too... He deliberately tried to color CAA as communal bill now got answer. And see this is not my id nor your will discuss later pls.",-0.09999999999999999,-1
I m indian citizen and i support caa nrc npr,0.0,0
#WorldAgainstCAA_NRC_NPR stop cruelty towards fellow humans no more Hitler,-0.25,-1
"Chennai police unleashed brutality on Anti CAA protesters today evening in Washermanpet. Look at this shameless Chennai Police, they are behaving like Hindutva Mob. #CAA_NRC_Protests #ChennaiShaheenBagh",0.0,0
A prime minister is suppose to serve and not rule or dictate. Mein nahi maanta. Mein nahi janta. #WorldAgainstCAA_NRC_NPR,0.0,0
"Thousands protest in US cities against India citizenship law Indian Americans, joined by civil rights groups, hold demonstrations in 30 US cities demanding repeal of CAA. @ThePeopleOfIN @alliancemumbai1 @IAMCouncil #WorldAgainstCAA_NRC_NPR @SvIndiaDmocracy",0.0,0
U.P. Oppn. seeks judicial probe into deaths in anti-CAA clashes | The Hindu #ProtestAgainstNRC_NPR_CAA #NRC #UttarPradesh,0.0,0
"And relocation brings us back to the problem of identifying them, which is by NRC which is fucked up. So lets just accept them all. Prevent future influx.",-0.19999999999999998,-1
"#WorldAgainstCAA_NRC_NPR We are against CAA,NPR,NRC",0.0,0
Demonetisation GST Triple Talaq Ban Abrogation of Article 370 and 35A NRC and CAA Next are UCC and PCB. I don’t care if the remaining 16 states and countless by-elections are lost. 4 years remaining. Good enough. Just keep going. The core agenda should never be compromised.,0.175,1
In an abusive relationship with india due to the present government. #WorldAgainstCAA_NRC_NPR,-0.0625,-1
Anti CAA and Anti NRC protests r communal protests.Why these people want to support Islamic illegal migrants? Why Extremist muslims AIMIM dont allow other religions LEGAL migrations? Do some research then talk. @dhruv_rathee @PMOIndia,-0.14166666666666666,-1
Bilal bagh Bangalore continues protest against CAA and NRC @jigneshmevani80 and #naseeruddinshah joins us in protest. #alkalamba #AnuragKashyap #ShaheenBagh #BilalBagh #swarabhaskar #CAA_NRCProtests #WorldAgainstCAA_NRC_NPR,0.0,0
Remember the flash point of this road roko was started in Washermanpet. It's the north Madras tat has come to the rescue of you. Remember this. #CAA_NRC_NPR protests,0.0,0
Slims have tortured both lower and upper caste Hindus for centuries so now time for CAA & NRC,0.0,0
Women of Hauz Rani took out a March today through their galis and the mohalla. We marched for two hours in Hauz Rani and managed to march through the Saket Main Road with a strong resolve to resist the CAA-NPR-NRC. ,0.3,1
#worldagainst_CAA_NRC_NPR. We all r brothers in nation and humanity,0.0,0
